m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes
710,South Africa,Western Cape Province,1342.01.00,Pears,2018,1.24,0.84 %,2196 tons,Storage,Households,After 7 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,,Controlled Experiment,"Anelle Blanckenberg;Olaniyi Amos Fawole;Umezuruike Linus Opara, (2022), Postharvest Losses In Quantity And Quality Of Pear (Cv. Packham’S Triumph) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of pears sold locally and exported.  Supply Chain Scenario C (to International Retail Markets)
710,South Africa,Western Cape Province,1342.01.00,Pears,2018,1.01,1.01 %,2635 tons,Storage,Households,After 10 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,,Controlled Experiment,"Anelle Blanckenberg;Olaniyi Amos Fawole;Umezuruike Linus Opara, (2022), Postharvest Losses In Quantity And Quality Of Pear (Cv. Packham’S Triumph) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of pears sold locally and exported.  Supply Chain Scenario C (to International Retail Markets)
710,South Africa,Western Cape Province,1342.01.00,Pears,2018,0.28,0.28 %,732 tons,Storage,Storage,"After 28 days cold storage (−0.3 ± 0.7 ◦C, 81.3 ± 4.1% RH)",,,Controlled Experiment,"Anelle Blanckenberg;Olaniyi Amos Fawole;Umezuruike Linus Opara, (2022), Postharvest Losses In Quantity And Quality Of Pear (Cv. Packham’S Triumph) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of pears sold locally and exported.Supply Chain Scenario D (Simulated ‘Abusive’ Treatment of Fruit within the  Export Chain)
710,South Africa,Western Cape Province,1342.01.00,Pears,2018,0.56,0.56 %,1464 tons,Retailing,Retail,"After 10 days at retail conditions (5.4 ± 0.6 ◦C, 83.7 ± 2.9% RH)",,,Controlled Experiment,"Anelle Blanckenberg;Olaniyi Amos Fawole;Umezuruike Linus Opara, (2022), Postharvest Losses In Quantity And Quality Of Pear (Cv. Packham’S Triumph) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of pears sold locally and exported.Supply Chain Scenario D (Simulated ‘Abusive’ Treatment of Fruit within the  Export Chain)
710,South Africa,Western Cape Province,1342.01.00,Pears,2018,1.21,0.81 %,2123 tons,Storage,Storage,After 3 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,,Controlled Experiment,"Anelle Blanckenberg;Olaniyi Amos Fawole;Umezuruike Linus Opara, (2022), Postharvest Losses In Quantity And Quality Of Pear (Cv. Packham’S Triumph) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of pears sold locally and exported.Supply Chain Scenario D (Simulated ‘Abusive’ Treatment of Fruit within the  Export Chain)
710,South Africa,Western Cape Province,1342.01.00,Pears,2018,1.32,0.92 %,2415 tons,Storage,Storage,After 7 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,,Controlled Experiment,"Anelle Blanckenberg;Olaniyi Amos Fawole;Umezuruike Linus Opara, (2022), Postharvest Losses In Quantity And Quality Of Pear (Cv. Packham’S Triumph) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of pears sold locally and exported.Supply Chain Scenario D (Simulated ‘Abusive’ Treatment of Fruit within the  Export Chain)
710,South Africa,Western Cape Province,1342.01.00,Pears,2018,1.03,1.03 %,2708 tons,Storage,Storage,After 10 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,,Controlled Experiment,"Anelle Blanckenberg;Olaniyi Amos Fawole;Umezuruike Linus Opara, (2022), Postharvest Losses In Quantity And Quality Of Pear (Cv. Packham’S Triumph) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,
710,South Africa,,1360.30.00,"Other fruits, n.e.c.",2018,7,7%,,Processing,Processing,‘Wonderful’ Variety,,,Literature Review,"Alessandro Suardi; Nadia Palmieri, (2022), Agricultural And Food Systems Sustainability",,Pomegrenate
710,South Africa,,1360.30.00,"Other fruits, n.e.c.",2018,8,8.0%,,Processing,Processing,‘Hershkawitz’ variety,,,Literature Review,"Alessandro Suardi; Nadia Palmieri, (2022), Agricultural And Food Systems Sustainability",,Pomegrenate
710,South Africa,,1360.30.00,"Other fruits, n.e.c.",2018,9,9%,,Processing,Processing,‘Acco' Variety,,,Literature Review,"Alessandro Suardi; Nadia Palmieri, (2022), Agricultural And Food Systems Sustainability",,Pomegrenate
710,South Africa,Western Cape Province,1330,Grapes,2018,1.25,0.85 %,,Storage,Market,3 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,1600 bunches ( 400 bunches per farm),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario A (handling and marketing fruit under ambient conditions)
710,South Africa,Western Cape Province,1330,Grapes,2018,2.07,1.67 %,,Storage,Market,7 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,1600 bunches ( 400 bunches per farm),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario A (handling and marketing fruit under ambient conditions)
710,South Africa,Western Cape Province,1330,Grapes,2018,3.07,2.67 %,,Storage,Market,10 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,1600 bunches ( 400 bunches per farm),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario A (handling and marketing fruit under ambient conditions)
710,South Africa,Western Cape Province,1330,Grapes,2018,1.2,1.2 %,,Retailing,Retail,"10 days at retail conditions (5.4 ± 0.6 ◦C, 83.7 ± 2.9% RH)",,1600 bunches ( 400 bunches per farm ),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario B (to local retail markets)
710,South Africa,Western Cape Province,1330,Grapes,2018,2.2,2.2%,,Storage,Households,3 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,1600 bunches ( 400 bunches per farm ),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario B (to local retail markets)
710,South Africa,Western Cape Province,1330,Grapes,2018,3.3,3.3%,,Storage,Households,7 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,1600 bunches ( 400 bunches per farm ),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario B (to local retail markets)
710,South Africa,Western Cape Province,1330,Grapes,2018,4.7,4.7%,,Storage,Households,10 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,1600 bunches ( 400 bunches per farm ),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario B (to local retail markets)
710,South Africa,Western Cape Province,1330,Grapes,2018,0.4,0.4%,,Storage,Storage,"14 days cold storage (−0.3 ± 0.7 ◦C, 81.3 ± 4.1% RH)",,1600 bunches ( 400 bunches per farm ),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario B (to local retail markets)
710,South Africa,,1330,Grapes,2018,0.19,0.19%,611 tons,Storage,Market,"14 days cold storage (−0.3 ± 0.7 ◦C, 81.3 ± 4.1% RH)",,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario B (to local retail markets)
710,South Africa,,1330,Grapes,2018,0.36,0.36%,1163 tons,Storage,Households,3 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario B (to local retail markets)
710,South Africa,Western Cape Province,1330,Grapes,2018,1.34,0.94 %,,Storage,Storage,"28 days cold storage (−0.3 ± 0.7 ◦C, 81.3 ± 4.1% RH)",,1600 bunches ( 400 bunches per farm ),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario C (to international retail markets)
710,South Africa,Western Cape Province,1330,Grapes,2018,2.6,2.60 %,,Retailing,Retail,"10 days at retail conditions (5.4 ± 0.6 ◦C, 83.7 ± 2.9% RH)",,1600 bunches ( 400 bunches per farm ),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario C (to international retail markets)
710,South Africa,Western Cape Province,1330,Grapes,2018,3.16,3.16%,,Storage,Households,3 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,1600 bunches ( 400 bunches per farm ),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario C (to international retail markets)
710,South Africa,Western Cape Province,1330,Grapes,2018,5.35,4.95%,,Storage,Households,7 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,1600 bunches ( 400 bunches per farm ),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario C (to international retail markets)
710,South Africa,Western Cape Province,1330,Grapes,2018,8.3,8.30%,,Storage,Households,10 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,1600 bunches ( 400 bunches per farm ),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario C (to international retail markets)
710,South Africa,Western Cape Province,1330,Grapes,2018,1.24,0.84 %,,Storage,Storage,"28 days cold storage (−0.3 ± 0.7 ◦C, 81.3 ± 4.1% RH)",,1600 bunches ( 400 bunches per farm ),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario D (simulated ‘abusive’ treatment of fruit within the export chain)
710,South Africa,Western Cape Province,1330,Grapes,2018,1.33,1.33 %,,Storage,Storage,", 2 days ‘abusive’ temperature and humidity (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH)",,1600 bunches ( 400 bunches per farm ),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario D (simulated ‘abusive’ treatment of fruit within the export chain)
710,South Africa,Western Cape Province,1330,Grapes,2018,2.35,2.35 %,,Retailing,Retail,"10 days at retail conditions (5.4 ± 0.6 ◦C, 83.7 ± 2.9% RH)",,1600 bunches ( 400 bunches per farm ),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario D (simulated ‘abusive’ treatment of fruit within the export chain)
710,South Africa,,1330,Grapes,2018,6.49,6.49%,"21,107 tons",Storage,Households,7 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario C (to international markets)
710,South Africa,Western Cape Province,1330,Grapes,2018,3.24,3.24 %,,Storage,Households,3 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,1600 bunches ( 400 bunches per farm ),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario D (simulated ‘abusive’ treatment of fruit within the export chain)
710,South Africa,Western Cape Province,1330,Grapes,2018,4.46,4.46 %,,Storage,Households,7 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,1600 bunches ( 400 bunches per farm ),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario D (simulated ‘abusive’ treatment of fruit within the export chain)
710,South Africa,Western Cape Province,1330,Grapes,2018,6.7,6.70 %,,Storage,Households,10 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,1600 bunches ( 400 bunches per farm ),Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario D (simulated ‘abusive’ treatment of fruit within the export chain)
710,South Africa,,1330,Grapes,2018,3.39,2.99%,9730 tons,Storage,Storage,After 2 days ‘abusive’ temperature and humidity (25.1 ± 1.3 ◦C and 46.6 ± 6.0% RH),,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario D (simulated ‘abusive’ treatment of fruit within the export chain)
710,South Africa,,1330,Grapes,2018,4.01,4.01%,"13,024 tons",Storage,Storage,"10 days at retail conditions (5.4 ± 0.6 ◦C, 83.7 ± 2.9% RH)",,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario D (simulated ‘abusive’ treatment of fruit within the export chain)
710,South Africa,,1330,Grapes,2018,5.09,4.69%,"15,251 tons",Storage,Households,3 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario D (simulated ‘abusive’ treatment of fruit within the export chain)
710,South Africa,,1330,Grapes,2018,6.25,6.25%,"20,314 tons",Storage,Households,7 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario D (simulated ‘abusive’ treatment of fruit within the export chain)
710,South Africa,,1330,Grapes,2018,8.36,8.36%,"27,177 tons",Storage,Households,10 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario D (simulated ‘abusive’ treatment of fruit within the export chain)
710,South Africa,,1330,Grapes,2018,3.56,3.56%,"11,560 tons",Retailing,Retail,"10 days at retail conditions (5.4 ± 0.6 ◦C, 83.7 ± 2.9% RH)",,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario C (to international markets)
710,South Africa,,1330,Grapes,2018,0.18,0.18%,575 tons,Storage,Market,7 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario A (handling and marketing fruit under ambient conditions)
710,South Africa,,1330,Grapes,2018,0.4,0.40%,1305 Tons,Storage,Market,10 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario A (handling and marketing fruit under ambient conditions)
710,South Africa,,1330,Grapes,2018,0.22,0.22%,728 tons,Retailing,Retail,"10 days at retail conditions (5.4 ± 0.6 ◦C, 83.7 ± 2.9% RH)",,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario B (to local retail markets)
710,South Africa,,1330,Grapes,2018,0.4,0.40%,1303 tons,Storage,Households,7 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario B (to local retail markets)
710,South Africa,,1330,Grapes,2018,0.57,0.57%,1856 tons,Storage,Households,10 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario B (to local retail markets)
710,South Africa,,1330,Grapes,2018,9.19,9.19%,"29,861 tons",Storage,Storage,"28 days cold storage (−0.3 ± 0.7 ◦C, 81.3 ± 4.1% RH)",,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario C (to international markets)
710,South Africa,,1330,Grapes,2018,0.17,0.17 %,555 tons,Storage,Market,3 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Supply chain scenario A (handling and marketing fruit under ambient conditions)
710,South Africa,,1330,Grapes,2018,4.13,3.73%,"12,109 tons",Storage,Households,3 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario C (to international markets)
710,South Africa,,1330,Grapes,2018,9.59,9.59%,"31,173 tons",Storage,Households,10 days at ambient conditions (25.1 ± 1.3 ◦C and 46.6 ± 6.0%RH),,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario C (to international markets)
710,South Africa,,1330,Grapes,2018,3.24,2.84%,9242 tons,Storage,Storage,"28 days cold storage (−0.3 ± 0.7 ◦C, 81.3 ± 4.1% RH)",,,Controlled Experiment,"Anelle Blanckenberg;Umezuruike Linus Opara;Olaniyi Amos Fawole, (2021), Postharvest Losses In Quantity And Quality Of Table Grape (Cv. Crimson Seedless) Along The Supply Chain And Associated Economic, Environmental And Resource Impacts",,Estimated values obtained using the volume of grapes sold locally and exported. Supply chain scenario D (simulated ‘abusive’ treatment of fruit within the export chain)
716,Zimbabwe,Guruwe District,1706,"Cow peas, dry",2018,4.2,3.11% - 5.29%,,Storage,Storage,Actellic Gold Dust - 24 weeks storage,Insect pest damage,,Controlled Experiment,"Patrick Ngwenyama; Brighton M. Mvumi; Loveness K. Nyanga; Tanya E. Stathers; Shephard Siziba, (2020), Comparative Performance Of Five Hermetic Bag Brands During On-Farm Smallholder Cowpea (Vigna Unguiculata L.Walp) Storage",,
716,Zimbabwe,Guruve District,1706,"Cow peas, dry",2018,3.2,2.94% - 3.46%,,Storage,Storage,ZeroFly hermetic storage bag - 32 weeks storage,Insect pest damage,,Controlled Experiment,"Patrick Ngwenyama; Brighton M. Mvumi; Loveness K. Nyanga; Tanya E. Stathers; Shephard Siziba, (2020), Comparative Performance Of Five Hermetic Bag Brands During On-Farm Smallholder Cowpea (Vigna Unguiculata L.Walp) Storage",,
716,Zimbabwe,,1706,"Cow peas, dry",2018,1.1,0.22% - 1.98%,,Storage,Storage,Actellic Gold Dust - 0 weeks storage,Insect pest damage,,Controlled Experiment,"Patrick Ngwenyama; Brighton M. Mvumi; Loveness K. Nyanga; Tanya E. Stathers; Shephard Siziba, (2020), Comparative Performance Of Five Hermetic Bag Brands During On-Farm Smallholder Cowpea (Vigna Unguiculata L.Walp) Storage",,
716,Zimbabwe,Guruwe District,1706,"Cow peas, dry",2018,2.8,2.42% - 3.18%,,Storage,Storage,Actellic Gold Dust - 8 weeks storage,Insect pest damage,,Controlled Experiment,"Patrick Ngwenyama; Brighton M. Mvumi; Loveness K. Nyanga; Tanya E. Stathers; Shephard Siziba, (2020), Comparative Performance Of Five Hermetic Bag Brands During On-Farm Smallholder Cowpea (Vigna Unguiculata L.Walp) Storage",,
716,Zimbabwe,Guruwe District,1706,"Cow peas, dry",2018,2.6,2.18% - 3.02%,,Storage,Storage,Actellic Gold Dust - 16 weeks storage,Insect pest damage,,Controlled Experiment,"Patrick Ngwenyama; Brighton M. Mvumi; Loveness K. Nyanga; Tanya E. Stathers; Shephard Siziba, (2020), Comparative Performance Of Five Hermetic Bag Brands During On-Farm Smallholder Cowpea (Vigna Unguiculata L.Walp) Storage",,
716,Zimbabwe,Guruwe District,1706,"Cow peas, dry",2018,4.2,3.76% - 4.64%,,Storage,Storage,Actellic Gold Dust - 32 weeks storage,Insect pest damage,,Controlled Experiment,"Patrick Ngwenyama; Brighton M. Mvumi; Loveness K. Nyanga; Tanya E. Stathers; Shephard Siziba, (2020), Comparative Performance Of Five Hermetic Bag Brands During On-Farm Smallholder Cowpea (Vigna Unguiculata L.Walp) Storage",,
716,Zimbabwe,Mbire District,1706,"Cow peas, dry",2018,1.8,1.63% - 1.97%,,Storage,Storage,Actellic Gold Dust - 0 weeks storage,Insect pest damage,,Controlled Experiment,"Patrick Ngwenyama; Brighton M. Mvumi; Loveness K. Nyanga; Tanya E. Stathers; Shephard Siziba, (2020), Comparative Performance Of Five Hermetic Bag Brands During On-Farm Smallholder Cowpea (Vigna Unguiculata L.Walp) Storage",,
716,Zimbabwe,Mbire District,1706,"Cow peas, dry",2018,1,0.38% - 1.62%,,Storage,Storage,ZeroFly hermetic storage bag - 0 weeks storage,Insect pest damage,,Controlled Experiment,"Patrick Ngwenyama; Brighton M. Mvumi; Loveness K. Nyanga; Tanya E. Stathers; Shephard Siziba, (2020), Comparative Performance Of Five Hermetic Bag Brands During On-Farm Smallholder Cowpea (Vigna Unguiculata L.Walp) Storage",,
716,Zimbabwe,Mbire District,1706,"Cow peas, dry",2018,1.1,0.54% - 1.66%,,Storage,Storage,ZeroFly hermetic storage bag - 16 weeks storage,Insect pest damage,,Controlled Experiment,"Patrick Ngwenyama; Brighton M. Mvumi; Loveness K. Nyanga; Tanya E. Stathers; Shephard Siziba, (2020), Comparative Performance Of Five Hermetic Bag Brands During On-Farm Smallholder Cowpea (Vigna Unguiculata L.Walp) Storage",,
